ano;uf;p10;p20;p30;p40;p50;p60;p70;p80;p90;idade;educ;uf_12;uf_13;uf_14;uf_15;uf_16;uf_17;uf_21;uf_22;uf_23;uf_24;uf_25;uf_26;uf_27;uf_28;uf_29;uf_31;uf_32;uf_33;uf_35;uf_41;uf_42;uf_43;uf_50;uf_51;uf_52;uf_53;sal_min
2018,0;12;300,0;600,0;900,0;954,0;1050,0;1340,1999999999991;1800,0;2400,0;4000,0;37,36570374923171;10,05500921942225;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;13;300,0;450,0;650,0;937,0;970,0;1200,0;1500,0;2000,0;3000,0;37,73891726251277;10,242900919305415;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;14;400,0;700,0;954,0;960,0;1200,0;1500,0;2000,0;3000,0;5000,0;37,35039207593892;10,967808501857203;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;15;250,0;400,0;600,0;937,0;1000,0;1200,0;1500,0;2000,0;3000,0;37,80512744516894;9,586840545346769;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;16;500,0;800,0;954,0;1000,0;1200,0;1500,0;2000,0;3000,0;5000,0;38,25316455696203;11,199367088607595;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;17;400,0;800,0;954,0;998,0;1200,0;1500,0;1874,0;2500,0;3748,0;37,410683906090505;10,484518543722354;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;21;150,0;300,0;450,0;700,0;937,0;954,0;1200,0;1500,0;2400,0;37,10760992688704;9,183606219750798;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;22;200,0;350,0;600,0;900,0;954,0;1200,0;1405,0;1874,0;3000,0;38,05138961719979;9,922391190351338;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;23;200,0;350,0;500,0;800,0;954,0;1000,0;1300,0;1800,0;2800,0;37,34770889487871;9,753530997304582;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;24;280,0;500,0;800,0;954,0;954,0;1200,0;1500,0;2000,0;3000,0;37,920618007458714;10,06979222163026;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;25;240,0;400,0;600,0;954,0;954,0;1200,0;1466,0;1980,0;3000,0;38,30547305897327;9,3731438268986;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;26;250,0;500,0;800,0;954,0;980,0;1200,0;1500,0;2000,0;3000,0;37,90340990155514;9,846625766871165;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;27;320,0;600,0;900,0;954,0;957,0;1000,0;1300,0;1800,0;2500,0;37,403518622496726;9,291970802919709;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;28;200,0;400,0;600,0;937,0;954,0;1050,0;1405,0;2000,0;3000,0;37,67544113393115;9,439687590396298;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;29;200,0;320,0;500,0;800,0;954,0;1000,0;1304,0;1800,0;2600,0;37,72943799131761;9,314795259885017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;954
2018,0;31;480,0;900,0;954,0;1088,4000000000005;1300,0;1579,0000000000018;2000,0;2500,0;4000,0;38,23872252923789;10,205307801053848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;954
2018,0;32;600,0;939,2;1000,0;1200,0;1400,0;1600,0;2000,0;2600,0;4000,0;38,53528528528528;10,757382382382382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;954
2018,0;33;800,0;954,0;1000,0;1200,0;1500,0;1800,0;2000,0;3000,0;4500,0;39,31978706829395;11,287912230589457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;954
2018,0;35;800,0;1000,0;1200,0;1500,0;1700,0;2000,0;2500,0;3000,0;5000,0;38,407532166326135;11,273896957314042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;954
2018,0;41;700,0;1000,0;1200,0;1370,0;1600,0;2000,0;2500,0;3000,0;4800,0;37,94725439546704;10,753603866344472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;954
2018,0;42;954,0;1200,0;1350,0;1500,0;1900,0;2000,0;2500,0;3000,0;5000,0;37,12221702213011;10,952798020993514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;954
2018,0;43;720,0;1000,0;1200,0;1500,0;1700,0;2000,0;2500,0;3200,0;5000,0;38,64822593618733;10,86281169005273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;954
2018,0;50;700,0;1000,0;1200,0;1400,0;1600,0;2000,0;2500,0;3000,0;5000,0;38,02132063754916;10,381908507555371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;954
2018,0;51;800,0;958,0;1200,0;1500,0;1677,0;2000,0;2500,0;3000,0;5000,0;37,903504138052476;10,412220461348829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;954
2018,0;52;600,0;954,0;1000,0;1200,0;1500,0;1800,0;2029,3999999999996;3000,0;4000,0;38,040326763485474;10,448910788381744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;954
2018,0;53;937,0;1000,0;1200,0;1500,0;2000,0;2500,0;3000,0;5000,0;8000,0;37,84622991347342;12,059579728059333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;954
2019,0;11;500,0;900,0;1000,0;1200,0;1350,0;1562,7999999999956;2000,0;2500,0;4000,0;37,549872122762146;10,099460073884627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;12;375,0;600,0;954,0;1000,0;1200,0;1500,0;2000,0;2800,0;4100,0;38,04956463496316;10,478566644340255;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;13;250,0;400,0;600,0;954,0;1000,0;1200,0;1500,0;2000,0;3291,200000000008;37,956830031282585;10,341605839416058;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;14;400,0;797,6000000000001;998,0;1000,0;1200,0;1500,0;2000,0;2800,0;5000,0;37,17562076749436;11,152595936794583;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;15;240,0;400,0;600,0;954,0;1000,0;1200,0;1500,0;2000,0;3102,5999999999976;38,089002866193994;9,697842811887163;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;16;500,0;800,0;998,0;998,0;1200,0;1500,0;2000,0;2800,0;4200,0;38,12477175897748;11,032866707242848;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;17;400,0;768,0000000000007;998,0;998,0;1200,0;1500,0;1900,0;2500,0;4000,0;37,793678360541854;10,58770406391108;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;21;160,0;300,0;500,0;800,0;998,0;1000,0;1200,0;1600,0;2500,0;37,25609095831077;9,576069301570113;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;22;180,0;300,0;500,0;850,0;1000,0;1200,0;1500,0;2000,0;3200,0;38,19926873857404;10,033167928963175;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;23;200,0;350,0;520,0;820,0;998,0;1000,0;1336,5999999999995;1750,0;2800,0;37,734195562493035;9,868658713345969;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;24;265,0;500,0;800,0;998,0;998,0;1200,0;1500,0;2000,0;3196,0;38,39431913116124;10,186020607073239;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;25;250,0;400,0;650,0;998,0;998,0;1200,0;1500,0;2000,0;3000,0;38,25288338316959;9,683468603161042;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;26;300,0;500,0;800,0;998,0;1000,0;1200,0;1500,0;2000,0;3000,0;37,77867551579859;10,100562689366614;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;27;300,0;600,0;857,2999999999997;998,0;998,0;1000,0;1400,0;1800,0;2600,0;37,54758336455601;9,360809291869614;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;28;200,0;400,0;600,0;954,0;998,0;1100,0;1431,0;2000,0;3000,0;37,50282485875706;9,62683615819209;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;29;200,0;400,0;550,0;864,4000000000033;998,0;1014,0;1400,0;1900,0;3000,0;38,10405790223066;9,60797342192691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;998
2019,0;31;500,0;900,0;998,0;1100,0;1400,0;1600,0;2000,0;2600,0;4000,0;38,38407784743992;10,342215256008359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;998
2019,0;32;500,0;954,0;1000,0;1200,0;1400,0;1600,0;2000,0;2800,0;4000,0;38,502687515269976;10,722697288052773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;998
2019,0;33;800,0;1000,0;1200,0;1400,0;1600,0;2000,0;2500,0;3000,0;5000,0;39,564394904458595;11,508980891719744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;998
2019,0;35;900,0;1100,0;1300,0;1500,0;1800,0;2000,0;2600,0;3400,0;5000,0;38,44651503209098;11,485530908681454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;998
2019,0;41;700,0;1000,0;1200,0;1500,0;1700,0;2000,0;2500,0;3100,0;5000,0;38,416980028411466;10,889613102699089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;998
2019,0;42;998,0;1200,0;1416,0;1600,0;2000,0;2100,0;2700,0;3200,0;5000,0;37,551627843618036;11,101689143168505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;998
2019,0;43;800,0;1000,0;1200,0;1500,0;1800,0;2000,0;2600,0;3500,0;5000,0;38,70041855908808;11,055392287826164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;998
2019,0;50;600,0;998,0;1200,0;1400,0;1600,0;2000,0;2500,0;3000,0;5000,0;38,03011551155115;10,428011551155116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;998
2019,0;51;750,0;1000,0;1200,0;1500,0;1750,0;2000,0;2500,0;3080,000000000018;5000,0;37,681040502793294;10,572101955307263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;998
2019,0;52;621,8000000000002;998,0;1000,0;1200,0;1500,0;1900,0;2000,0;3000,0;4000,0;38,29067357512953;10,613471502590674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;998
2019,0;53;900,0;1000,0;1200,0;1500,0;2000,0;2500,0;3000,0;5000,0;8000,0;37,851032806804376;12,053948967193195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;998
2020,0;11;509,00000000000034;1000,0;1045,0;1200,0;1500,0;1700,0;2000,0;2800,0;4000,0;37,76603174603174;10,273968253968254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;12;300,0;600,0;1000,0;1039,0;1200,0;1500,0;2000,0;2600,0;4500,0;37,866314199395774;10,679003021148036;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;13;300,0;460,80000000000246;700,0;1000,0;1045,0;1249,1999999999998;1600,0;2000,0;3000,0;37,92205677059097;10,504420660772452;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;14;500,0;800,0;1000,0;1039,0;1200,0;1500,0;2000,0;2800,0;4500,0;37,32671755725191;11,346564885496184;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;15;300,0;450,0;700,0;1000,0;1045,0;1300,0;1600,0;2100,0;3600,0;38,20290350128096;9,892228864218616;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;16;500,0;700,0;998,0;1045,0;1200,0;1500,0;2000,0;3000,0;5000,0;37,694632942628004;11,394201110425664;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;17;450,0;800,0;1000,0;1045,0;1200,0;1500,0;2000,0;2800,0;4150,0;38,21776155717762;10,832927818329278;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;21;170,0;300,0;500,0;800,0;1000,0;1045,0;1300,0;1800,0;2700,0;37,5912577620845;9,922074759527579;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;22;200,0;400,0;600,0;998,0;1045,0;1219,6;1558,0;2000,0;3200,0;38,63141328297136;10,214667925716084;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;23;200,0;400,0;600,0;998,0;1039,0;1100,0;1500,0;2000,0;3000,0;38,04440227703985;10,123972169512966;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;24;300,0;500,0;800,0;1000,0;1045,0;1400,0;1800,0;2200,0;3698,4000000000005;38,598892147279244;10,366243075920496;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;25;250,0;450,0;700,0;1000,0;1045,0;1200,0;1500,0;2000,0;3000,0;38,002221125370184;9,79466929911155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;26;300,0;500,0;800,0;1000,0;1045,0;1200,0;1500,0;2000,0;3000,0;38,09201830198271;10,172004744958482;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;27;300,0;550,0;850,0;1000,0;1039,0;1100,0;1400,0;1996,0;2800,0;37,82624272279445;9,669950738916256;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;28;200,0;400,0;600,0;998,0;1039,0;1100,0;1498,0;2000,0;3000,0;37,296860428971094;9,599316133043208;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;29;200,0;400,0;523,7999999999997;800,0;1039,0;1100,0;1497,0;2000,0;3000,0;38,411772872414275;9,642093572122727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1039
2020,0;31;500,0;998,0;1045,0;1200,0;1500,0;1800,0;2000,0;2800,0;4000,0;38,65052072412106;10,505906199762354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1039
2020,0;32;600,0;1000,0;1045,0;1200,0;1500,0;1996,0;2300,0;3000,0;4500,0;38,82373644938758;11,000422356750668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1039
2020,0;33;800,0;1000,0;1200,0;1400,0;1600,0;2000,0;2500,0;3400,0;5000,0;39,74006092916984;11,678522467631378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1039
2020,0;35;900,0;1100,0;1400,0;1595,4000000000015;2000,0;2200,0;2950,0;3500,0;5000,0;38,54470281024621;11,572805272320318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1039
2020,0;41;800,0;1045,0;1300,0;1500,0;1800,0;2000,0;2600,0;3500,0;5000,0;38,34874777225401;11,020635962855266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1039
2020,0;42;1000,0;1300,0;1500,0;1700,0;2000,0;2400,0;3000,0;3500,0;5000,0;37,720615243342515;11,202173247627792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1039
2020,0;43;800,0;1045,0;1300,0;1500,0;1900,0;2100,0;2800,0;3500,0;5000,0;38,92495825557411;11,107651507710441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1039
2020,0;50;600,0;1000,0;1200,0;1500,0;1800,0;2000,0;2600,0;3500,0;5000,0;38,368311327310636;10,653231410701876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1039
2020,0;51;800,0;1040,0;1200,0;1500,0;1800,0;2000,0;2500,0;3000,0;5000,0;37,546351451973194;10,785740878629934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1039
2020,0;52;700,0;1000,0;1100,0;1300,0;1500,0;2000,0;2300,0;3000,0;4400,0;38,77911355735805;10,829663962920046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1039
2020,0;53;900,0;1100,0;1300,0;1500,0;2000,0;2500,0;3205,9999999999945;5000,0;8000,0;38,2988248461108;12,147733631785115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1039
